Date,High,Low,Open,Close,Volume,Adj Close
2010-08-02,12.344344139099121,12.185686111450195,12.236987113952637,12.272522926330566,74273652.0,12.272522926330566
2010-08-03,12.323823928833008,12.181180953979492,12.274774551391602,12.258008003234863,72019908.0,12.258008003234863
2010-08-04,12.687687873840332,12.288538932800293,12.316817283630371,12.670671463012695,152347500.0,12.670671463012695
2010-08-05,12.727727890014648,12.601601600646973,12.659910202026367,12.715214729309082,96719184.0,12.715214729309082
2010-08-06,12.656155586242676,12.413663864135742,12.647647857666016,12.518017768859863,132647220.0,12.518017768859863
2010-08-09,12.650150299072266,12.546546936035156,12.568819046020508,12.646395683288574,74813112.0,12.646395683288574
2010-08-10,12.662663459777832,12.476726531982422,12.571320533752441,12.605355262756348,82877040.0,12.605355262756348
2010-08-11,12.462462425231934,12.299799919128418,12.455705642700195,12.305806159973145,88831080.0,12.305806159973145
2010-08-12,12.381131172180176,12.074825286865234,12.110610961914062,12.312562942504883,88095816.0,12.312562942504883
2010-08-13,12.292041778564453,12.1624116897583,12.237236976623535,12.170921325683594,77310612.0,12.170921325683594
2010-08-16,12.25900936126709,12.024524688720703,12.104104042053223,12.151902198791504,52147800.0,12.151902198791504
2010-08-17,12.37987995147705,12.16291332244873,12.225475311279297,12.275275230407715,75552372.0,12.275275230407715
2010-08-18,12.28403377532959,12.050801277160645,12.273273468017578,12.065815925598145,107348544.0,12.065815925598145
2010-08-19,12.074825286865234,11.69294261932373,12.037286758422852,11.71096134185791,156843000.0,11.71096134185791
2010-08-20,11.801551818847656,11.537036895751953,11.71096134185791,11.56206226348877,156547296.0,11.56206226348877
2010-08-23,11.717967987060547,11.454705238342285,11.549049377441406,11.613363265991211,119328552.0,11.613363265991211
2010-08-24,11.470721244812012,11.284283638000488,11.453953742980957,11.296046257019043,110397492.0,11.296046257019043
2010-08-25,11.456707000732422,11.261260986328125,11.261260986328125,11.376876831054688,103580316.0,11.376876831054688
2010-08-26,11.44294261932373,11.272272109985352,11.41291332244873,11.285785675048828,71008920.0,11.285785675048828
2010-08-27,11.511260986328125,11.202451705932617,11.325325012207031,11.482232093811035,92403504.0,11.482232093811035
2010-08-30,11.505505561828613,11.321822166442871,11.490240097045898,11.32857894897461,49206744.0,11.32857894897461
2010-08-31,11.383132934570312,11.211211204528809,11.26401424407959,11.261761665344238,77794128.0,11.261761665344238
2010-09-01,11.63513469696045,11.323823928833008,11.385886192321777,11.519769668579102,129002868.0,11.519769668579102
2010-09-02,11.622371673583984,11.519268989562988,11.5825834274292,11.59109115600586,67300632.0,11.59109115600586
2010-09-03,11.808809280395508,11.697697639465332,11.774774551391602,11.769268989562988,101514384.0,11.769268989562988
2010-09-07,11.701451301574707,11.58708667755127,11.624123573303223,11.621622085571289,68327604.0,11.621622085571289
2010-09-08,11.824323654174805,11.624374389648438,11.641390800476074,11.776275634765625,95975928.0,11.776275634765625
2010-09-09,12.022022247314453,11.776275634765625,11.957708358764648,11.91641616821289,97126776.0,11.91641616821289
2010-09-10,12.006756782531738,11.88888931274414,11.987486839294434,11.915414810180664,78893028.0,11.915414810180664
2010-09-13,12.120870590209961,12.000249862670898,12.03453540802002,12.068819046020508,89570340.0,12.068819046020508
2010-09-14,12.130881309509277,12.01401424407959,12.062312126159668,12.022772789001465,88571340.0,12.022772789001465
2010-09-15,12.059309005737305,11.97447395324707,12.010761260986328,12.028027534484863,96015888.0,12.028027534484863
2010-09-16,12.073323249816895,11.997246742248535,12.010761260986328,12.038538932800293,78701220.0,12.038538932800293
2010-09-17,12.292291641235352,12.041542053222656,12.105855941772461,12.266016006469727,225438336.0,12.266016006469727
2010-09-20,12.773022651672363,12.313814163208008,12.324825286865234,12.719719886779785,175963860.0,12.719719886779785
2010-09-21,13.012513160705566,12.735485076904297,12.754755020141602,12.849349021911621,178473348.0,12.849349021911621
2010-09-22,12.957456588745117,12.804804801940918,12.834334373474121,12.91291332244873,101382516.0,12.91291332244873
2010-09-23,13.005254745483398,12.795294761657715,12.878128051757812,12.849849700927734,92603304.0,12.849849700927734
2010-09-24,13.208958625793457,12.96946907043457,13.056556701660156,13.19544506072998,134141724.0,13.19544506072998
2010-09-27,13.434684753417969,13.23448371887207,13.23448371887207,13.273524284362793,124171704.0,13.273524284362793
2010-09-28,13.353102684020996,12.974224090576172,13.350350379943848,13.192441940307617,146041812.0,13.192441940307617
2010-09-29,13.336836814880371,13.130881309509277,13.20945930480957,13.20545482635498,86801112.0,13.20545482635498
2010-09-30,13.310059547424316,12.98598575592041,13.242241859436035,13.15790843963623,129634236.0,13.15790843963623
2010-10-01,13.278779029846191,13.088088035583496,13.263262748718262,13.153654098510742,88911000.0,13.153654098510742
2010-10-04,13.21946907043457,12.984233856201172,13.136886596679688,13.071822166442871,77542380.0,13.071822166442871
2010-10-05,13.513513565063477,13.176926612854004,13.222723007202148,13.469219207763672,140143716.0,13.469219207763672
2010-10-06,13.512262344360352,13.261761665344238,13.4949951171875,13.372121810913086,110381508.0,13.372121810913086
2010-10-07,13.443443298339844,13.241742134094238,13.418668746948242,13.263513565063477,95736168.0,13.263513565063477
2010-10-08,13.453453063964844,13.203703880310059,13.3325834274292,13.422171592712402,114253632.0,13.422171592712402
2010-10-11,13.628628730773926,13.442692756652832,13.475475311279297,13.48448371887207,104946948.0,13.48448371887207
2010-10-12,13.663413047790527,13.458208084106445,13.51651668548584,13.548297882080078,149993856.0,13.548297882080078
2010-10-13,13.700950622558594,13.571822166442871,13.688689231872559,13.59609603881836,122101776.0,13.59609603881836
2010-10-14,13.64489459991455,13.441190719604492,13.618118286132812,13.536787033081055,265098636.0,13.536787033081055
2010-10-15,15.056056022644043,14.804804801940918,14.996747016906738,15.051301002502441,592399008.0,15.051301002502441
2010-10-18,15.507758140563965,15.028779029846191,15.028779029846191,15.458208084106445,283644072.0,15.458208084106445
2010-10-19,15.385886192321777,15.086586952209473,15.236486434936523,15.21096134185791,183332484.0,15.21096134185791
2010-10-20,15.449950218200684,15.202703475952148,15.218718528747559,15.214715003967285,140862996.0,15.214715003967285
2010-10-21,15.415414810180664,15.165164947509766,15.30305290222168,15.315065383911133,116703180.0,15.315065383911133
2010-10-22,15.385886192321777,15.26651668548584,15.313312530517578,15.32857894897461,90153756.0,15.32857894897461
2010-10-25,15.634134292602539,15.389639854431152,15.405155181884766,15.42792797088623,126209664.0,15.42792797088623
2010-10-26,15.546296119689941,15.291041374206543,15.342843055725098,15.480480194091797,100415484.0,15.480480194091797
2010-10-27,15.51551628112793,15.32357406616211,15.409660339355469,15.427177429199219,89586324.0,15.427177429199219
2010-10-28,15.54054069519043,15.347847938537598,15.516766548156738,15.47998046875,87284628.0,15.47998046875
2010-10-29,15.490489959716797,15.340089797973633,15.442192077636719,15.357857704162598,91040868.0,15.357857704162598
2010-11-01,15.532032012939453,15.29554557800293,15.408658981323242,15.390390396118164,123360516.0,15.390390396118164
